Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients,Absolute Change in the Percent Hospitals Reporting Adult COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Pediatric COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Influenza Admissions from Prior Week ,Absolute Change in the Percent Hospitals Reporting Prevalent Influenza Hospitalizations from Prior Week ,Absolute Change in the Percent Hospitals Reporting Hospitalized Influenza ICU Patients from Prior Week ,Absolute Change in the Percent Hospitals Reporting Inpatient Beds from Prior Week ,Absolute Change in the Percent Hospitals Reporting ICU Beds from Prior Week ,Absolute Change in the Percent Hospitals Reporting Inpatient Beds Occupied from Prior Week ,Absolute Change in the Percent Hospitals Reporting ICU Beds Occupied from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Total COVID-19 Admissions from Prior Week ,Absolute Change in the Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations from Prior Week ,Absolute Change in the Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients from Prior Week 
2/3/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,42,0.57,4,6.57,46,0.86,6,29.29,3.43,1.57,0.43,1025.29,156.43,801.29,98,78.15,62.63,2.86,0.33,1,0.28,91.3,8.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,42,0.14,1,6.14,43,1,7,32.86,6.57,1.43,0.14,1027.71,158.14,806.57,94.14,78.48,59.52,3.2,0.64,0.9,0.09,97.67,2.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.57,32,0,0,4.57,32,0.29,2,31.29,4,4.14,0.43,1024.86,150.14,792.57,100.29,77.34,66.74,3.05,0.39,2.74,0.29,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.71,26,0,0,3.71,26,0.14,1,19.86,3.29,1.57,0,1027.43,150.14,781.86,97.86,76.1,65.14,1.94,0.32,1.04,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.29,16,0.14,1,2.43,17,0.43,3,13.57,3.71,1,0,1016,142.71,752.57,92.71,74.08,64.99,1.34,0.37,0.71,0,94.12,5.88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.57,25,0.57,4,4.14,29,0.14,1,12.14,4.43,1.57,0,1014.43,134.57,756.57,85,74.57,63.17,1.2,0.44,1.17,0,86.21,13.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.29,16,0,0,2.29,16,0.43,3,10.14,6.14,1.86,1,1031.71,145.86,758.71,103.43,73.54,70.83,0.98,0.59,1.27,0.69,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1.57,11,0,0,1.57,11,0.86,6,9.43,6,0.71,0.29,1026.57,144.57,761.43,99.29,74.18,68.8,0.92,0.58,0.49,0.2,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0.43,3,0,0,0.43,3,0.57,4,4.71,7.57,0,0.57,1017.14,149.29,756.86,98.43,74.4,65.9,0.46,0.74,0,0.38,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0.86,6,0,0,0.86,6,0.43,3,2.57,7.29,0.43,0.29,993.14,139.43,715,82.43,72,59.09,0.26,0.73,0.31,0.22,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2024,AK,88,89.8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0.71,5,0,0,0.71,5,0.29,2,2.57,7.14,0.57,0,900.86,128.14,677.14,76.71,75.43,59.92,0.29,0.78,0.46,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2024,AK,85,86.73,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0.14,1,1.43,4.86,0.14,0,836.14,117.86,638.86,75.14,76.41,63.76,0.17,0.58,0.12,0,,,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
4/27/2024,AK,84,85.71,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1.14,8,0,0,1.14,8,0.29,2,3,5.43,0.43,0.14,839.71,110.43,653.29,73,77.82,66.17,0.36,0.65,0.38,0.13,100,0,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/4/2024,AK,66,67.35,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.29,2,0,0,0.29,2,0.29,2,2.29,2.29,0,0,598.43,79.71,502.86,59.43,85.51,76.33,0.33,0.37,0,0,100,0,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
5/11/2024,AK,62,63.27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.57,4,0,0,0.57,4,0.86,6,1.29,3.29,0,0.14,471.86,66.43,406.57,52.14,86.15,78.8,0.27,0.69,0,0.2,100,0,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29,-14.29
5/18/2024,AK,64,65.31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.71,5,0,0,0.71,5,0.14,1,2.14,5.14,0.14,0,482.86,73.57,413.57,54.29,85.66,73.81,0.44,1.06,0.19,0,100,0,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2024,AK,64,65.31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.71,5,0,0,0.71,5,0.29,2,3.14,3,0.14,0,488.86,73.86,416.71,53.71,85.24,72.75,0.64,0.61,0.2,0,100,0,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2024,AK,64,65.31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.14,8,0.14,1,1.29,9,0.43,3,3,1.71,0.14,0,502,71.57,423,53,84.27,74.14,0.6,0.34,0.19,0,88.89,11.11,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2024,AK,64,65.31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.29,9,0,0,1.29,9,0.43,3,4.14,2,0.14,0,502,72.14,417.29,54.43,83.09,75.4,0.82,0.4,0.2,0,100,0,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2024,AK,60,61.22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.71,12,0,0,1.71,12,0.43,3,5.57,1.71,0.14,0,466.43,59.14,387.14,45.43,82.99,76.83,1.17,0.36,0.21,0,100,0,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2024,AK,61,62.24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2.14,15,0,0,2.14,15,0.86,6,8.14,2.29,0.71,0.29,460.43,63.43,284.86,33.43,59.59,51.54,1.73,0.49,1.06,0.42,100,0,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
6/29/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,0,0,1,7,0.43,3,5.29,1.71,0,0,422.57,53.14,365.43,44,86.45,82.78,1.25,0.41,0,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
7/6/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.71,5,0,0,0.71,5,0.14,1,5.14,1,0,0,412.71,53.14,350.57,42.57,84.93,80.17,1.24,0.24,0,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2024,AK,57,58.16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1.29,9,0.29,2,1.57,11,0.14,1,7.71,0.71,0.14,0.14,432.86,55.71,385.71,47.14,89.04,84.47,1.76,0.17,0.22,0.29,81.82,18.18,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14
7/20/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.71,12,0,0,1.71,12,0.43,3,9.29,0.86,0.29,0,439.57,64.43,391,53.57,88.95,83.2,2.11,0.2,0.45,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
7/27/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2.71,19,0.43,3,3.14,22,0.14,1,9.43,0.29,1,0,444.86,66.71,397,58.14,89.24,87.05,2.12,0.06,1.47,0,86.36,13.64,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.86,13,0.14,1,2,14,0,0,11.57,0.43,0.71,0,452.57,72,407.29,61.14,89.98,84.94,2.56,0.09,0.97,0,92.86,7.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2.29,16,0,0,2.29,16,0,0,8.57,0,1.43,0,459.57,74.86,417.57,65.57,90.86,87.58,1.87,0,1.9,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/2024,AK,57,58.16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1.57,11,0,0,1.57,11,0.57,4,7.43,1.86,0.43,0,460.86,73.86,413.71,65,89.75,87.96,1.61,0.4,0.53,0,100,0,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14
8/24/2024,AK,57,58.16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,21,0,0,3,21,0,0,10.29,1.29,0.71,0,470.43,75.29,420.86,67,89.54,89.11,2.18,0.27,0.94,0,100,0,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.43,10,0,0,1.43,10,0,0,10,0.14,0.43,0,456.57,73.71,398.43,65.71,87.28,89.15,2.19,0.03,0.58,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
9/7/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.29,9,0,0,1.29,9,0.14,1,10.71,1.14,0.86,0,453.14,73.14,401.14,62.14,88.51,84.57,2.36,0.25,1.21,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2024,AK,57,58.16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1.71,12,0.29,2,2,14,0.29,2,9.14,0.71,1.29,0,459,70.43,411.43,59.71,89.69,84.73,1.99,0.16,1.82,0,85.71,14.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14
9/21/2024,AK,57,58.16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.57,4,0,0,0.57,4,0.43,3,6.43,0.71,0.14,0,463.43,71.71,418,58.71,90.2,81.86,1.39,0.15,0.2,0,100,0,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2024,AK,56,57.14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.29,9,0,0,1.29,9,0,0,6,1,0.29,0,437.71,69.71,395.43,54.57,90.32,78.27,1.37,0.23,0.4,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
10/5/2024,AK,55,56.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.43,3,0,0,0.43,3,0.14,1,3.71,1.14,0.57,0,436.57,71.14,390.71,56.86,89.5,79.93,0.85,0.26,0.8,0,100,0,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2024,AK,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,2,7,0,31.82,0,0,0,0,0,,,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
1/7/2023,AL,665,100,95,95,95,95,95,95,95,95,94,95,94,95,95,95,95,95,95,95,99.57,697,3.57,25,103.14,722,17.86,125,607.14,112.57,102.57,19.57,12973.86,2074.14,9924.57,1571.43,76.5,77.06,4.68,0.87,4.95,0.94,96.54,3.46,100,100,100,100,100,100,100,100,98.95,100,98.95,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,-1.05,0,-1.05,0,0,0,0,0,0,0
1/14/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,76.71,537,3.43,24,80.14,561,14.14,99,564.29,79.14,105.29,13.57,13017.43,2076.14,10058.57,1622.43,77.26,79.91,4.33,0.61,5.07,0.65,95.72,4.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,1.05,0,1.05,0,0,0,0,0,0,0
1/21/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,68.29,478,2.29,16,70.57,494,8.14,57,517.71,56.71,95.71,9.57,13142.14,2081.43,10066,1604.71,76.59,77.09,3.94,0.43,4.6,0.46,96.76,3.24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,64.86,454,3.14,22,68,476,6,42,463.14,38.43,79.71,7.14,13260.57,2023.57,10226.86,1491.29,77.13,73.77,3.49,0.29,3.94,0.35,95.38,4.62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,63.57,445,2.71,19,66.29,464,5.14,36,425.57,33.71,72.14,5.86,13096.57,1793.57,9987.29,1400.71,76.26,78.5,3.25,0.26,4.05,0.33,95.91,4.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,65.57,459,3,21,68.57,480,4.14,29,404.71,33.57,68.29,9.57,13194.43,1566,10052.29,1288.71,76.18,82.62,3.07,0.25,4.36,0.61,95.63,4.38,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2023,AL,665,100,95,95,95,95,95,95,95,95,94,95,94,95,95,95,95,95,95,95,61.43,430,1.86,13,63.29,443,4.29,30,384.86,30.71,69.43,8.29,13193.86,1564.43,10126.14,1282.14,76.75,84.01,2.92,0.23,4.44,0.53,97.07,2.93,100,100,100,100,100,100,100,100,98.95,100,98.95,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,-1.05,0,-1.05,0,0,0,0,0,0,0
2/25/2023,AL,665,100,95,95,95,95,95,95,95,95,94,95,94,95,95,95,95,95,95,95,54,378,1.86,13,55.86,391,4.43,31,346.14,26.86,67.71,7.86,13255.14,1565.29,10185.57,1290.29,76.84,84.82,2.61,0.2,4.33,0.5,96.68,3.32,100,100,100,100,100,100,100,100,98.95,100,98.95,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/2023,AL,665,100,95,95,95,95,95,95,95,95,94,95,94,95,95,95,95,95,95,95,45.43,318,1.71,12,47.14,330,2.29,16,303.29,17.71,60.86,4,13148.14,1574.29,10071.29,1295.71,76.6,84.68,2.31,0.13,3.86,0.25,96.36,3.64,100,100,100,100,100,100,100,100,98.95,100,98.95,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,32.29,226,1.43,10,33.71,236,2.43,17,224.71,19,42.43,5.29,13170.29,1587,9968,1258.29,75.69,81.24,1.71,0.14,2.67,0.33,95.76,4.24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,1.05,0,1.05,0,0,0,0,0,0,0
3/18/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,29.43,206,1.29,9,30.71,215,3.14,22,189,21.29,33.14,4.57,13242.43,1564.43,9883.43,1266.86,74.63,80.98,1.43,0.16,2.12,0.29,95.81,4.19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,35.57,249,1.57,11,37.14,260,2.86,20,174.71,25.71,34,6,13205.57,1561.57,9861.43,1248,74.67,79.92,1.32,0.19,2.18,0.38,95.77,4.23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2023,AL,665,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,28.43,199,1,7,29.43,206,3.86,27,181.14,27.71,40.43,7.43,13124.57,1565.43,9828.86,1242.43,74.89,79.4,1.38,0.21,2.58,0.47,96.6,3.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
